cast,clanek,zakon,bod,typ,paragrafy,instrukce,plny_text_znaků
DVACÁTÁ OSMÁ,XLIII,458/2000,44,nahrazeni,79,"V § 79 odst. 3 se slova „nebo předávací stanice“ nahrazují slovy „ , předávací stanice nebo tepelné sítě“.",0
DVACÁTÁ OSMÁ,XLIII,458/2000,45,zruseni,91,V § 91 odst. 1 písm. r) se slovo „nebo“ zrušuje.,0
DVACÁTÁ OSMÁ,XLIII,458/2000,46,zneni_plny,91;35,"V § 91 se na konci odstavce 1 tečka nahrazuje slovem „ , nebo“ a doplňuje se písmeno t), které zní: „t) poruší opatření stanovené formou opatření obecné povahy podle § 35.“.",70
DVACÁTÁ OSMÁ,XLIII,458/2000,47,zruseni,91,V § 91 odst. 3 písm. s) se slovo „nebo“ zrušuje.,0
DVACÁTÁ OSMÁ,XLIII,458/2000,48,zneni_plny,91;35;35a,"V § 91 se na konci odstavce 3 tečka nahrazuje slovem „ , nebo“ a doplňuje se písmeno u), které zní: „u) nesplní povinnost poskytnout nezbytnou součinnost podle § 35 odst. 3 nebo nezajišťuje potřebnou dostupnost výkonu podle § 35a odst. 1.“.",138
DVACÁTÁ OSMÁ,XLIII,458/2000,49,vlozeni,91,"V § 91 odst. 17 písm. b) se za text „o)“ vkládají slova „nebo t)“, slova „l) nebo“ se nahrazují textem „l),“ a za slova „až s)“ se vkládají slova „nebo u)“.",0
DVACÁTÁ OSMÁ,XLIII,458/2000,50,zruseni,91a,V § 91a odst. 2 písm. l) se slovo „nebo“ zrušuje.,0
DVACÁTÁ OSMÁ,XLIII,458/2000,51,zneni_plny,91a;35,"V § 91a se na konci odstavce 2 tečka nahrazuje slovem „ , nebo“ a doplňuje se písmeno n), které zní: „n) poruší opatření stanovené formou opatření obecné povahy podle § 35.“.",70
DVACÁTÁ OSMÁ,XLIII,458/2000,52,vlozeni,91a,"V § 91a odst. 9 se za text „k)“ vkládají slova „nebo n)“ a za slova „do 50 000 000 Kč“ se vkládá slovo „ , a“.",0
DVACÁTÁ OSMÁ,XLIII,458/2000,53,nahrazeni,97b,"V § 97b odst. 1 se slova „a držiteli licence na výrobu elektřiny provozujícímu výrobnu elektřiny z obnovitelných zdrojů energie zřizovanou a provozovanou ve veřejném zájmu“ nahrazují slovy „stavebníkovi, jemuž bylo vydáno pravomocné rozhodnutí o povolení záměru umožňující umístit stavbu vývodového vedení výrobny elektřiny z obnovitelných zdrojů energie zřizované a provozované ve veřejném zájmu neb",0
DVACÁTÁ OSMÁ,XLIII,458/2000,54,nahrazeni,97b,"V § 97b odst. 2 se slova „stavbu nebo zařízení příslušné soustavy nebo výrobny elektřiny“ nahrazují slovy „stavbu nebo zařízení příslušné soustavy nebo stavbu příslušného vývodového vedení“, slova „stavba nebo zařízení příslušné soustavy nebo výrobny elektřiny“ se nahrazují slovy „stavba nebo zařízení příslušné soustavy nebo stavba příslušného vývodového vedení“, slova „stavby nebo zařízení příslu",0
DVACÁTÁ OSMÁ,XLIII,458/2000,55,nahrazeni,97b,V § 97b odst. 5 se slova „výrobny elektřiny“ nahrazují slovy „stavby příslušného vývodového vedení“.,0
DVACÁTÁ OSMÁ,XLIII,458/2000,56,zruseni,97b,V § 97b se odstavec 6 zrušuje. Dosavadní odstavce 7 a 8 se označují jako odstavce 6 a 7.,0
DVACÁTÁ OSMÁ,XLIII,458/2000,57,zruseni,98a,V § 98a odst. 1 písm. i) se slova „národního energetického mixu a“ zrušují.,0
DVACÁTÁ OSMÁ,XLIII,458/2000,58,zruseni,98a,V § 98a odst. 1 se písmeno j) zrušuje. Dosavadní písmeno k) se označuje jako písmeno j).,0
DVACÁTÁ OSMÁ,XLIII,458/2000,59,zruseni,98a,"V § 98a odst. 2 písm. f) se slova „ , stanovení limitní ceny pro věcné usměrňování cen v teplárenství“ zrušují.",0
,XLIV,458/2000,,prechodne,,"Čl. XLIV Přechodná ustanovení 1. Délka funkčního období členů Rady Energetického regulačního úřadu a předsedy Energetického regulačního úřadu jmenovaných přede dnem nabytí účinnosti tohoto zákona se řídí zákonem č. 458/2000 Sb., ve znění účinném do dne nabytí účinnosti tohoto zákona. 2. Funkční období člena Rady Energetického regulačního úřadu jmenovaného do funkce ode dne 1. ledna 2028 končí dnem",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,1,zneni_plny,1;4,"V § 1 odstavec 4 včetně poznámek pod čarou č. 24 a 25 zní: „(4) Jde-li o záměr vyžadující souhlas orgánu ochrany přírody k zásahu do významného krajinného prvku24) nebo ke snížení nebo změně krajinného rázu25), je účelem posuzování vlivů podle tohoto zákona také vyhodnocení vlivů záměru na významný krajinný prvek nebo krajinný ráz. _____________ 24) § 4 odst. 2 zákona č. 114/1992 Sb., o ochraně př",488
DVACÁTÁ DEVÁTÁ,XLV,100/2001,3,zruseni,3,"V § 3 písm. e) se slova „a správní orgán příslušný podle jiného právního předpisu k vydání správního aktu, namísto nějž se vydává jednotné environmentální stanovisko“ zrušují.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,4,zruseni,3,V § 3 písm. g) se bod 3 zrušuje. Dosavadní body 4 až 10 se označují jako body 3 až 9.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,5,nahrazeni,3,V § 3 písm. g) bodě 8 se číslo „8“ nahrazuje číslem „7“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,6,nahrazeni,3,V § 3 písm. g) bodě 9 a § 3 písm. m) se číslo „9“ nahrazuje číslem „8“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,7,nahrazeni,4,V § 4 odst. 3 písm. c) se slova „umístění nebo provedení záměru“ nahrazují slovem „záměr“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,8,nahrazeni,4;45i,V § 4 odst. 4 se slova „§ 45i odst. 8 až 11“ nahrazují slovy „§ 45i odst. 3 až 6“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,9,zneni_plny,6,"V § 6 odst. 6 se slova „zákona o jednotném environmentálním stanovisku“ nahrazují slovy „jiného právního předpisu26)“. Poznámka pod čarou č. 26 zní: „26) Například zákon č. 283/2021 Sb., stavební zákon, ve znění pozdějších předpisů.“.",83
DVACÁTÁ DEVÁTÁ,XLV,100/2001,10,nahrazeni,7;1,V § 7 odst. 1 písm. d) se slova „hlediska dotčených složek životního prostředí za účelem vydání jednotného environmentálního stanoviska podle zákona o jednotném environmentálním stanovisku“ nahrazují slovy „hledisek uvedených v § 1 odst. 4“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,11,nahrazeni,7,"V § 7 odst. 5 se věta první nahrazuje větou „V případě záměru podle odstavce 1 vydá příslušný úřad odůvodněný písemný závěr obsahující základní údaje o záměru v rozsahu bodů B.I.1. až B.I.4. a B.I.6. přílohy č. 3 k tomuto zákonu, úvahy, kterými se řídil při hodnocení kritérií uvedených v příloze č. 2 k tomuto zákonu, a upřesnění informací, které je vhodné uvést do dokumentace. Dojde-li příslušný ú",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,12,nahrazeni,7,V § 7 odst. 5 větě druhé a § 7 odst. 6 větě třetí se slova „jednotné environmentální stanovisko“ nahrazují slovy „povolení záměru podle jiného právního předpisu26)“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,13,doplneni,7;3,"V § 7 se na konci odstavce 8 doplňuje věta „Oznamovatel, dotčená veřejnost uvedená v § 3 písm. i) bodě 2 a dotčené územní samosprávné celky mají právo podat odvolání pouze proti výroku podle odstavce 6.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,14,zruseni,8,V § 8 odst. 1 se věta třetí zrušuje.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,15,zruseni,8,V § 8 odst. 3 se věta poslední včetně poznámky pod čarou č. 20 zrušuje.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,16,nahrazeni,9a,"V § 9a odst. 1 se věta poslední nahrazuje větou „Jde-li o záměr vyžadující souhlas orgánu ochrany přírody k zásahu do významného krajinného prvku24) nebo ke snížení nebo změně krajinného rázu25), nahrazuje stanovisko tyto souhlasy; stanovisko v takovém případě obsahuje návrh opatření pro snížení nebo kompenzaci negativních vlivů záměru na významný krajinný prvek nebo krajinný ráz.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,17,nahrazeni,9a,V § 9a odst. 4 se číslo „7“ nahrazuje číslem „10“ a číslo „5“ se nahrazuje číslem „7“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,18,nahrazeni,9a,V § 9a odst. 5 větě poslední se slova „věty čtvrté“ nahrazují slovy „věty páté“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,19,doplneni,9a,"V § 9a se na konci odstavce 6 doplňuje věta „V případě mezistátního navazujícího řízení předloží oznamovatel příslušnému úřadu, který vydal stanovisko, dokumenty podle věty první vždy před podáním žádosti o zahájení mezistátního navazujícího řízení a závazné stanovisko podle odstavce 7 přiloží k žádosti o zahájení mezistátního navazujícího řízení.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,20,vlozeni,9a;8,"V § 9a odst. 7 větě první se za slovo „ověří“ vkládají slova „na základě dokumentů předaných podle odstavce 6 a v případě navazujícího řízení, které není mezistátním navazujícím řízením, i“, ve větě šesté se slova „jednotného environmentálního stanoviska, je součástí souhlasného závazného stanoviska příslušného úřadu rovněž změna podle § 8 zákona o jednotném environmentálním stanovisku“ nahrazují",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,21,zneni_plny,9f;13,"§ 9f včetně nadpisu zní: „§ 9f Mezistátní navazující řízení (1) Pokud je předmětem navazujícího řízení záměr podléhající mezistátnímu posouzení podle § 13, popřípadě jeho část nebo etapa, správní orgán příslušný k vedení navazujícího řízení spolu s oznámením o zahájení řízení informuje dotčený stát o možnosti jeho veřejnosti, dotčené veřejnosti a dotčených územních samosprávných celků uplatnit v t",3980
DVACÁTÁ DEVÁTÁ,XLV,100/2001,22,vlozeni,10f;16,V § 10f odst. 4 se za větu třetí vkládá věta „Příslušný úřad jej zveřejní podle § 16.“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,23,nahrazeni,10g,"V § 10g odst. 2 se slova „kompenzační opatření“ nahrazují slovy „opatření pro předcházení, vyloučení, snížení nebo kompenzaci těchto vlivů“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,24,vlozeni,10h,V § 10h odst. 1 se za slova „orgány a“ vkládá slovo „popřípadě“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,25,nahrazeni,10i,"V § 10i odst. 2 se věta poslední nahrazuje větou „Při pořizování změny politiky územního rozvoje, změny územního rozvojového plánu, změny zásad územního rozvoje a při pořizování územního plánu a jeho změny stanoví ministerstvo nebo orgán kraje na základě kritérií uvedených v příloze č. 8 k tomuto zákonu případný požadavek na zpracování vyhodnocení vlivů na životní prostředí včetně návrhu zpracován",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,26,nahrazeni,11,V § 11 odst. 3 se text „KÚ“ nahrazuje slovy „Orgán kraje“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,27,vlozeni_plny,16,"V § 16 odst. 1 se za písmeno k) vkládá nové písmeno l), které zní: „l) zápis z veřejného projednání návrhu koncepce, bylo-li konáno,“. Dosavadní písmena l) až n) se označují jako písmena m) až o).",64
DVACÁTÁ DEVÁTÁ,XLV,100/2001,28,nahrazeni,16,V § 16 odst. 2 se text „m)“ nahrazuje textem „n)“ a slova „a druhé“ se nahrazují slovy „až třetí“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,29,doplneni,21,V § 21 písm. c) se na konci textu bodu 1 doplňují slova „a jejich změn“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,30,nahrazeni,21,V § 21 písm. c) bodě 3 se slovo „infrestruktury“ nahrazuje slovem „infrastruktury“ a slova „Dopravní a energetický stavební úřad“ se nahrazují slovy „Úřad rozvoje území České republiky“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,31,zneni_plny,21,"V § 21 písmeno k) zní: „k) vydává stanovisko k posouzení vlivů provádění politiky územního rozvoje nebo její změny, stanovisko k posouzení vlivů provádění územního rozvojového plánu nebo jeho změny a stanovisko k posouzení vlivů provádění zásad územního rozvoje nebo jejich změn a je dotčeným orgánem při jejich pořizování, a“.",304
DVACÁTÁ DEVÁTÁ,XLV,100/2001,32,nahrazeni,22,V § 22 písm. a) se slova „d) nebo“ nahrazují slovy „f) nebo“.,0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,33,zneni_plny,23;7;9a;94f;94v,"V § 23 odst. 5 se na konci textu věty první doplňují slova „ ; v případě posuzování záměru trvá vyhrazení pouze do právní moci rozhodnutí podle § 7 odst. 6 nebo vydání závazného stanoviska k posouzení vlivů provedení záměru na životní prostředí podle § 9a odst. 1“. 34. Poznámka pod čarou č. 16, která zní: „16) § 94f odst. 1 a § 94v odst. 1 zákona č. 183/2006 Sb., o územním plánování a stavebním řá",145
DVACÁTÁ DEVÁTÁ,XLV,100/2001,35,nahrazeni,,"V Příloze č. 1 sloupci 2 se na konci textu bodu 1 doplňují slova „s kapacitou od stanoveného limitu“, v kategorii I, sloupci 4 se text „x“ nahrazuje textem „500 t/den“ a v kategorii II, sloupci 6 se doplňuje text „50 t/den“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,36,nahrazeni,,"V Příloze č. 1 bodě 6, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,37,nahrazeni,,"V Příloze č. 1 bodě 7, sloupci 2 se text „(a)“ nahrazuje textem „a)“, text „(b)“ se nahrazuje textem „b)“, text „(c)“ se nahrazuje textem „c)“ a text „(d)“ se nahrazuje textem „d)“, v písm. c) se slova „od jiné“ nahrazují slovy „k jiné“ a slova „elektrárny“ se nahrazují slovem „elektrárně“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,38,nahrazeni,,"V Příloze č. 1 bodě 14, sloupci 2 se slova „stanoveného limitu“ nahrazují textem „400 m“ a v kategorii II, sloupci 6 se text „200 m“ nahrazuje textem „x“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,39,nahrazeni,,"V Příloze č. 1 bodě 17, kategorii II, sloupci 6 se text „x“ nahrazuje textem „2,5 t/hod.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,40,zneni_plny,,"V Příloze č. 1 bod 18 zní: „ 18 Zařízení na zpracování železných kovů: slévárny železných kovů o výrobní kapacitě od stanoveného limitu (a), válcovny za tepla s kapacitou zpracované surové oceli od stanoveného limitu (b), kovárny s buchary o energii od 50 kJ na jeden buchar, kde je tepelný výkon od stanoveného limitu (c) a zařízení k nanášení ochranných povlaků z roztavených kovů se zpracovávaným",491
DVACÁTÁ DEVÁTÁ,XLV,100/2001,41,nahrazeni,,"V Příloze č. 1 sloupci 2 se na konci textu bodu 20 doplňují slova „o kapacitě tavení od stanoveného limitu u olova a kadmia (a) a kapacitě tavení od stanoveného limitu u všech ostatních kovů (b)“ a v kategorii II, sloupci 6 se text „x“ nahrazuje textem „a) 4 t/den b) 20 t/den“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,42,nahrazeni,,"V Příloze č. 1 bodě 22, kategorii II, sloupci 6 se číslo „15“ nahrazuje číslem „30“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,43,nahrazeni,,"V Příloze č. 1 bodě 23, kategorii II, sloupci 6 se číslo „75“ nahrazuje číslem „150“ a číslo „100“ se nahrazuje číslem „200“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,44,zneni_plny,,"V Příloze č. 1 bod 34 zní: „ 34 Výroba chemických látek a směsí a zpracování meziproduktů (například pesticidy a farmaceutické produkty, nátěrové hmoty a peroxidy) od stanoveného limitu (a); výroba vodíku elektrolýzou vody o celkovém instalovaném výkonu elektrolyzérů od stanoveného limitu (b); výroba vodíku rozkladem zemního plynu, bioplynu nebo biometanu pyrolýzou nebo plazmalýzou o celkovém inst",514
DVACÁTÁ DEVÁTÁ,XLV,100/2001,45,nahrazeni,,"V Příloze č. 1 bodě 36, kategorii II, sloupci 6 se text „x“ nahrazuje textem „100 t/rok“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,46,nahrazeni,,"V Příloze č. 1 bodě 42, kategorii II, sloupci 6 se číslo „1“ nahrazuje číslem „1,5“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,47,nahrazeni,,"V Příloze č. 1 bodě 45, kategorii II, sloupci 6, písm. a) a b) se čísla „2“ nahrazují čísly „5“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,48,nahrazeni,,"V Příloze č. 1 bodě 46, kategorii II, sloupci 6 se číslo „1“ nahrazuje číslem „5“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,49,nahrazeni,,"V Příloze č. 1 bodě 48, kategorii II, sloupci 6 se číslo „2“ nahrazuje číslem „3“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,50,nahrazeni,,"V Příloze č. 1 bodě 49, sloupci 2 se slova „stanovené délky (a); ostatní pozemní komunikace od stanovené délky (a) a od stanovené návrhové intenzity dopravy předpokládané pro novostavby a ročního průměru denních intenzit pro stávající stavby (b)“ nahrazují slovy „stanoveného limitu“ a v kategorii II, sloupci 6 se text „a) 2 km b) 1000 voz/24 hod“ nahrazuje textem „3 km“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,51,nahrazeni,,"V Příloze č. 1 bodě 51, kategorii II, sloupci 6 se číslo „200“ nahrazuje číslem „400“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,52,nahrazeni,,"V Příloze č. 1 bodě 55, kategorii II, sloupci 6 se číslo „250“ nahrazuje textem „1 tis.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,53,nahrazeni,,"V Příloze č. 1 bodě 56, kategorii II, sloupci 6 se číslo „2500“ nahrazuje textem „10 tis.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,54,nahrazeni,,"V Příloze č. 1 bodě 62, kategorii II, sloupci 6, písm. a) se číslo „5“ nahrazuje číslem „10“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,55,nahrazeni,,"V Příloze č. 1 bodě 63, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „15“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,56,nahrazeni,,"V Příloze č. 1 bodě 65, kategorii II, sloupci 6 se text „100 tis.“ nahrazuje textem „1 mil.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,57,nahrazeni,,"V Příloze č. 1 bodě 67, kategorii II, sloupci 6 se číslo „8“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,58,nahrazeni,,"V Příloze č. 1 bodě 69, kategorii II, sloupci 6 se číslo „50“ nahrazuje číslem „120“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,59,nahrazeni,,"V Příloze č. 1 bodě 72, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,60,nahrazeni,,"V Příloze č. 1 bodě 76, kategorii II, sloupci 6 se číslo „200“ nahrazuje číslem „300“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,61,nahrazeni,,"V Příloze č. 1 bodě 79 sloupci 2 se slova „Stanovení dobývacího prostoru a v něm navržená povrchová“ nahrazují slovem „Povrchová“, v kategorii II, sloupci 6, písm. a) se číslo „5“ nahrazuje číslem „10“ a v písm. b) se číslo „10“ nahrazuje číslem „50“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,62,nahrazeni,,"V Příloze č. 1 bodě 80 sloupci 2 se slova „Stanovení dobývacího prostoru a v něm navržená těžba uranu, těžba“ nahrazují slovem „Těžba“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,63,nahrazeni,,"V Příloze č. 1 bodě 81 sloupci 2 se slova „Stanovení dobývacího prostoru a v něm navržená hlubinná těžba, hlubinná“ nahrazují slovem „Hlubinná“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,64,vlozeni,,"V Příloze č. 1 bodě 85 sloupci 2 se za slovo „Nadzemní“ vkládá slovo „přenosové“ a v kategorii II, sloupci 6 se číslo „2“ nahrazuje číslem „10“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,65,nahrazeni,,"V Příloze č. 1 bodě 86, kategorii II, sloupci 6 se číslo „200“ nahrazuje textem „1 tis.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,66,nahrazeni,,"V Příloze č. 1 bodě 87, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,67,nahrazeni,,"V Příloze č. 1 bodě 88, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,68,nahrazeni,,"V Příloze č. 1 bodě 93, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „50“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,69,nahrazeni,,"V Příloze č. 1 bodě 94, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „50“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,70,nahrazeni,,"V Příloze č. 1 bodě 95, kategorii II, sloupci 6, písm. a) se číslo „25“ nahrazuje číslem „50“ a v písm. b) se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,71,nahrazeni,,"V Příloze č. 1 bodě 96, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,72,vlozeni,,"V Příloze č. 1 sloupci 2 se v bodě 97 za slovo „rostlinných“ vkládají slova „olejů nebo tuků s kapacitou od stanoveného limitu (a)“, na konec textu bodu 97 se vkládá text „(b)“ a v kategorii II, sloupci 6 se text „20 tis. t/rok“ nahrazuje textem „a) 50 tis. t/rok b) 25 tis. t/rok“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,73,nahrazeni,,"V Příloze č. 1 bodě 99, kategorii II, sloupci 6 se číslo „200“ nahrazuje číslem „400“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,74,zruseni,,"V Příloze č. 1 bodě 100, sloupci 2 se text „a lihovary nebo pálenice s kapacitou od stanoveného limitu (c)“ zrušuje a v kategorii II, sloupci 6 se písm. c) zrušuje.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,75,zneni_plny,,V Příloze č. 1 bod 101 zní: „ 101 Lihovary nebo pálenice s kapacitou od stanoveného limitu. 100 tis. hl/rok .“.,88
DVACÁTÁ DEVÁTÁ,XLV,100/2001,76,nahrazeni,,"V Příloze č. 1 bodě 102, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „20“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,77,nahrazeni,,"V Příloze č. 1 bodě 106, kategorii II, sloupci 6 se číslo „10“ nahrazuje číslem „15“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,78,nahrazeni,,"V Příloze č. 1 bodě 107, kategorii II, sloupci 6 se číslo „20“ nahrazuje číslem „30“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,79,nahrazeni,,"V Příloze č. 1 bodě 108, kategorii II, sloupci 6 se číslo „5“ nahrazuje číslem „10“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,80,nahrazeni,,"V Příloze č. 1 bodě 109, kategorii II, sloupci 6 se číslo „500“ nahrazuje číslem „800“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,81,nahrazeni,,"V Příloze č. 1 bodě 110, kategorii II, sloupci 6 se číslo „6“ nahrazuje číslem „15“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,82,nahrazeni,,"V Příloze č. 1 bodě 113, kategorii II, sloupci 6 se číslo „1“ nahrazuje číslem „2“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,83,nahrazeni,,"V Příloze č. 1 sloupci 2 se na konci textu bodu 114 doplňují slova „od stanovené plochy (a) nebo od stanovené kapacity (b)“ a v kategorii II, sloupci 6 se text „x“ nahrazuje textem „a) 2 ha b) 1 000 osob/hod.“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,84,nahrazeni,,"V Příloze č. 1 bodě 115, kategorii II, sloupci 6, písm. a) se číslo „1“ nahrazuje číslem „2“ a v písm. b) se číslo „25“ nahrazuje číslem „50“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,85,nahrazeni,,"V Příloze č. 1 bodě 116, kategorii II, sloupci 6, písm. a) se číslo „1“ nahrazuje číslem „2“ a v písm. b) se číslo „100“ nahrazuje číslem „200“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,86,nahrazeni,,"V Příloze č. 1 bodě 117, kategorii II, sloupci 6 se číslo „100“ nahrazuje číslem „200“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,87,nahrazeni,,"V Příloze č. 1 bodě 118, kategorii II, sloupci 6 se číslo „2“ nahrazuje číslem „4“.",0
DVACÁTÁ DEVÁTÁ,XLV,100/2001,88,zneni_plny,,"V příloze č. 6 hlavě I se doplňuje bod 10, který zní: „10. Informace o tom, zda jde o záměr vyžadující souhlas orgánu ochrany přírody k zásahu do významného krajinného prvku24) nebo ke snížení nebo změně krajinného rázu25), a je-li tomu tak, informace o tom, že stanovisko tyto souhlasy nahrazuje“.",243
DVACÁTÁ DEVÁTÁ,XLV,100/2001,89,nahrazeni,,"V příloze č. 6 hlavě II se na konci bodu 1 doplňují slova „ , a to v potřebném rozsahu také ve vztahu k správním úkonům stanoveným jinými právními předpisy, které stanovisko nahrazuje“.",0
,XLVI,100/2001,,prechodne,1;7;9a;3;6,"Čl. XLVI Přechodná ustanovení 1. Posuzování vlivů záměrů nebo koncepcí zahájené a neskončené přede dnem nabytí účinnosti tohoto zákona se dokončí podle zákona č. 100/2001 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona, není-li stanoveno jinak. 2. Ustanovení § 1 odst. 4, § 7 odst. 1 písm. d) a § 9a odst. 1 věty poslední zákona č. 100/2001 Sb., ve znění účinném ode dne nabytí účinnosti",0
TŘICÁTÁ,XLVII,254/2001,1,nahrazeni,5a,"V § 5a se slovo „zastavěných“ nahrazuje slovem „zastavitelných“ a slova „ , zastavitelných plochách a transformačních plochách“ se zrušují.",0
TŘICÁTÁ,XLVII,254/2001,2,doplneni,8,"V § 8 odst. 1 písm. b) se na konci textu bodu 3 doplňují slova „ , s výjimkou jejich čerpání a řízeného odvádění do kanalizace při provádění stavby“.",0
TŘICÁTÁ,XLVII,254/2001,3,zneni_plny,8,"V § 8 se na konci odstavce 3 tečka nahrazuje čárkou a doplňují se písmena i) a j), která znějí: „i) k vsakování srážkové vody, j) k akumulaci srážkové vody a jejímu následnému využití nebo řízenému odvádění do kanalizace.“.",127
TŘICÁTÁ,XLVII,254/2001,4,zneni_plny,8,"V § 8 se doplňuje odstavec 5, který zní: „(5) O nakládání s vodami se nejedná, je-li srážková voda nebo odpadní voda odváděna do kanalizace k tomu určené.“.",113
TŘICÁTÁ,XLVII,254/2001,5,zneni_plny,9;8,"V § 9 odstavec 10 včetně poznámky pod čarou č. 71 zní: „(10) U vodních děl určených pro čištění odpadních vod do kapacity 50 ekvivalentních obyvatel, jejichž podstatnou součástí jsou výrobky označované CE podle jiného právního předpisu71), se nakládání s vodami podle § 8 odst. 1 písm. c) považuje za povolené dnem právní moci povolení záměru tohoto vodního díla podle stavebního zákona; ustanovení o",565
